InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
574034,21927,BLUE/CREAM STRIPE CUSHION COVER ,2,2011-11-02 12:45:00,1.25,17841.0,United Kingdom
574034,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,3,2011-11-02 12:45:00,0.83,17841.0,United Kingdom
574034,22308,TEA COSY BLUE STRIPE,1,2011-11-02 12:45:00,2.55,17841.0,United Kingdom
574036,23480,MINI LIGHTS WOODLAND MUSHROOMS,8,2011-11-02 12:46:00,3.75,16607.0,United Kingdom
574036,16161P,WRAP ENGLISH ROSE ,25,2011-11-02 12:46:00,0.42,16607.0,United Kingdom
574036,22231,JIGSAW TREE WITH BIRDHOUSE,12,2011-11-02 12:46:00,0.59,16607.0,United Kingdom
574038,21624,VINTAGE UNION JACK DOORSTOP,3,2011-11-02 12:56:00,5.95,18164.0,United Kingdom
574043,84519A,TOMATO CHARLIE+LOLA COASTER SET,3,2011-11-02 13:13:00,1.25,16367.0,United Kingdom
574043,23198,PANTRY MAGNETIC  SHOPPING LIST,4,2011-11-02 13:13:00,1.45,16367.0,United Kingdom
574043,23203,JUMBO BAG VINTAGE DOILY ,10,2011-11-02 13:13:00,2.08,16367.0,United Kingdom
574043,23538,WALL ART VINTAGE HEART,2,2011-11-02 13:13:00,4.95,16367.0,United Kingdom
574046,23321,SMALL WHITE HEART OF WICKER,3,2011-11-02 13:19:00,1.65,15743.0,United Kingdom
574049,23085,ANTIQUE SILVER BAUBLE LAMP  ,2,2011-11-02 13:40:00,10.4,13316.0,United Kingdom
574052,23008,DOLLY GIRL BABY GIFT SET,1,2011-11-02 13:50:00,16.95,16706.0,United Kingdom
574052,47504K,ENGLISH ROSE GARDEN SECATEURS,1,2011-11-02 13:50:00,0.79,16706.0,United Kingdom
574053,23096,PETIT TRAY CHIC,12,2011-11-02 14:04:00,1.65,16379.0,United Kingdom
574054,21485,RETROSPOT HEART HOT WATER BOTTLE,6,2011-11-02 14:07:00,4.95,18104.0,United Kingdom
574054,22690,DOORMAT HOME SWEET HOME BLUE ,4,2011-11-02 14:07:00,8.25,18104.0,United Kingdom
574055,21259,VICTORIAN SEWING BOX SMALL ,2,2011-11-02 14:08:00,5.95,16525.0,United Kingdom
574059,23113,PANTRY CHOPPING BOARD,1,2011-11-02 14:13:00,4.95,14646.0,Netherlands
574059,22727,ALARM CLOCK BAKELIKE RED ,1,2011-11-02 14:13:00,3.75,14646.0,Netherlands
574059,20979,36 PENCILS TUBE RED RETROSPOT,1,2011-11-02 14:13:00,1.25,14646.0,Netherlands
574062,22759,SET OF 3 NOTEBOOKS IN PARCEL,12,2011-11-02 14:30:00,1.65,17675.0,United Kingdom
574062,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,2011-11-02 14:30:00,4.95,17675.0,United Kingdom
574063,21147,JINGLE BELLS TREE DECORATION,1,2011-11-02 14:31:00,2.1,13271.0,United Kingdom
574063,23313,VINTAGE CHRISTMAS BUNTING,1,2011-11-02 14:31:00,4.95,13271.0,United Kingdom
574063,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,3,2011-11-02 14:31:00,0.29,13271.0,United Kingdom
574063,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,2,2011-11-02 14:31:00,0.29,13271.0,United Kingdom
574063,22066,LOVE HEART TRINKET POT,4,2011-11-02 14:31:00,0.39,13271.0,United Kingdom
574064,22581,WOOD STOCKING CHRISTMAS SCANDISPOT,12,2011-11-02 14:35:00,0.85,17434.0,United Kingdom
574067,21820,GLITTER HEART GARLAND WITH BELLS ,24,2011-11-02 14:50:00,3.39,14088.0,United Kingdom
574068,22894,TABLECLOTH RED APPLES DESIGN ,2,2011-11-02 14:51:00,9.95,12490.0,France
574068,23238,SET OF 4 KNICK KNACK TINS LONDON ,6,2011-11-02 14:51:00,4.15,12490.0,France
574068,23507,MINI PLAYING CARDS BUFFALO BILL ,20,2011-11-02 14:51:00,0.42,12490.0,France
574069,22114,HOT WATER BOTTLE TEA AND SYMPATHY,4,2011-11-02 14:52:00,4.25,17735.0,United Kingdom
574070,85025B,EAU DE NILE HEART SHAPE PHOTO FRAME,12,2011-11-02 14:52:00,1.65,16748.0,United Kingdom
574074,22554,PLASTERS IN TIN WOODLAND ANIMALS,1,2011-11-02 15:33:00,3.29,,United Kingdom
574074,72800E,4 IVORY DINNER CANDLES SILVER FLOCK,1,2011-11-02 15:33:00,3.29,,United Kingdom
574074,85025B,EAU DE NILE HEART SHAPE PHOTO FRAME,3,2011-11-02 15:33:00,3.29,,United Kingdom
574074,22598,CHRISTMAS MUSICAL ZINC TREE,2,2011-11-02 15:33:00,0.83,,United Kingdom
574074,22819,"BIRTHDAY CARD, RETRO SPOT",3,2011-11-02 15:33:00,0.42,,United Kingdom
574074,21446,12 RED ROSE PEG PLACE SETTINGS,1,2011-11-02 15:33:00,2.46,,United Kingdom
574074,72811,SMALL ZINC/GLASS CANDLEHOLDER,3,2011-11-02 15:33:00,2.92,,United Kingdom
574074,21147,JINGLE BELLS TREE DECORATION,2,2011-11-02 15:33:00,1.63,,United Kingdom
574074,23530,WALL ART ONLY ONE PERSON ,3,2011-11-02 15:33:00,10.79,,United Kingdom
574074,22123,PING MICROWAVE APRON,1,2011-11-02 15:33:00,4.13,,United Kingdom
574074,23377,PACK OF 12 DOLLY GIRL TISSUES,1,2011-11-02 15:33:00,0.83,,United Kingdom
574074,71053,WHITE METAL LANTERN,1,2011-11-02 15:33:00,8.29,,United Kingdom
574075,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,5,2011-11-02 15:33:00,1.65,16365.0,United Kingdom
574075,23314,VINTAGE CHRISTMAS TABLECLOTH,1,2011-11-02 15:33:00,12.5,16365.0,United Kingdom
574076,23436,VINTAGE CHRISTMAS GIFT BAG LARGE ,1,2011-11-02 15:38:00,2.46,,United Kingdom
574076,84997B,CHILDRENS CUTLERY RETROSPOT RED ,1,2011-11-02 15:38:00,8.29,,United Kingdom
574076,22356,CHARLOTTE BAG PINK POLKADOT,2,2011-11-02 15:38:00,1.63,,United Kingdom
574076,21802,CHRISTMAS TREE HEART DECORATION,12,2011-11-02 15:38:00,0.42,,United Kingdom
574076,22619,SET OF 6 SOLDIER SKITTLES,1,2011-11-02 15:38:00,7.46,,United Kingdom
574076,22993,SET OF 4 PANTRY JELLY MOULDS,2,2011-11-02 15:38:00,2.46,,United Kingdom
574076,20725,LUNCH BAG RED RETROSPOT,1,2011-11-02 15:38:00,4.13,,United Kingdom
574076,23084,RABBIT NIGHT LIGHT,17,2011-11-02 15:38:00,4.13,,United Kingdom
574076,22230,JIGSAW TREE WITH WATERING CAN,3,2011-11-02 15:38:00,1.63,,United Kingdom
574076,21873,IF YOU CAN'T STAND THE HEAT MUG,1,2011-11-02 15:38:00,3.29,,United Kingdom
574077,72122,COFFEE SCENT PILLAR CANDLE,2,2011-11-02 15:56:00,0.95,17999.0,United Kingdom
574077,21172,PARTY METAL SIGN ,1,2011-11-02 15:56:00,1.45,17999.0,United Kingdom
574077,21479,WHITE SKULL HOT WATER BOTTLE ,1,2011-11-02 15:56:00,4.25,17999.0,United Kingdom
574079,23191,BUNDLE OF 3 RETRO NOTE BOOKS,2,2011-11-02 16:19:00,1.65,17595.0,United Kingdom
574079,23169,CLASSIC GLASS COOKIE JAR,1,2011-11-02 16:19:00,4.15,17595.0,United Kingdom
574081,85054,FRENCH ENAMEL POT W LID,6,2011-11-02 16:37:00,2.95,15804.0,United Kingdom
574084,22941,CHRISTMAS LIGHTS 10 REINDEER,2,2011-11-02 17:09:00,8.5,14528.0,United Kingdom
574084,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,15,2011-11-02 17:09:00,0.29,14528.0,United Kingdom
574085,23313,VINTAGE CHRISTMAS BUNTING,4,2011-11-02 17:30:00,4.95,17432.0,United Kingdom
574086,22374,AIRLINE BAG VINTAGE JET SET RED,4,2011-11-03 08:39:00,4.25,15651.0,United Kingdom
574086,22713,CARD I LOVE LONDON ,12,2011-11-03 08:39:00,0.42,15651.0,United Kingdom
574090,23351,ROLL WRAP 50'S CHRISTMAS,12,2011-11-03 09:17:00,1.25,17442.0,United Kingdom
574091,22707,WRAP MONSTER FUN ,25,2011-11-03 09:20:00,0.42,17086.0,United Kingdom
574093,21207,SKULL AND CROSSBONES  GARLAND ,12,2011-11-03 09:43:00,1.65,12437.0,France
574093,23308,SET OF 60 VINTAGE LEAF CAKE CASES ,24,2011-11-03 09:43:00,0.55,12437.0,France
574098,23569,TRADTIONAL ALPHABET STAMP SET,4,2011-11-03 10:03:00,4.95,16337.0,United Kingdom
574100,16237,SLEEPING CAT ERASERS,1,2011-11-03 10:13:00,0.21,14098.0,United Kingdom
574100,21328,BALLOONS  WRITING SET ,5,2011-11-03 10:13:00,1.65,14098.0,United Kingdom
574107,48184,DOORMAT ENGLISH ROSE ,2,2011-11-03 10:49:00,8.25,13728.0,United Kingdom
574107,22572,ROCKING HORSE GREEN CHRISTMAS ,12,2011-11-03 10:49:00,0.85,13728.0,United Kingdom
574170,22312,OFFICE MUG WARMER POLKADOT,1,2011-11-03 11:43:00,2.95,16221.0,United Kingdom
574170,22751,FELTCRAFT PRINCESS OLIVIA DOLL,2,2011-11-03 11:43:00,3.75,16221.0,United Kingdom
574228,22403,MAGNETS PACK OF 4 VINTAGE LABELS ,12,2011-11-03 12:18:00,0.39,16678.0,United Kingdom
574237,22158,3 HEARTS HANGING DECORATION RUSTIC,8,2011-11-03 12:37:00,2.95,15551.0,United Kingdom
574237,82494L,WOODEN FRAME ANTIQUE WHITE ,6,2011-11-03 12:37:00,2.95,15551.0,United Kingdom
574237,22161,HEART DECORATION RUSTIC HANGING ,36,2011-11-03 12:37:00,0.19,15551.0,United Kingdom
574239,21485,RETROSPOT HEART HOT WATER BOTTLE,12,2011-11-03 12:43:00,4.95,14849.0,United Kingdom
574240,23232,WRAP VINTAGE LEAF DESIGN,25,2011-11-03 12:45:00,0.42,15998.0,United Kingdom
574240,22812,PACK 3 BOXES CHRISTMAS PANNETONE,4,2011-11-03 12:45:00,1.95,15998.0,United Kingdom
574247,82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,2,2011-11-03 12:56:00,8.95,13168.0,United Kingdom
574249,23504,PLAYING CARDS JUBILEE UNION JACK,10,2011-11-03 13:01:00,1.25,16347.0,United Kingdom
574249,21704,BAG 250g SWIRLY MARBLES,2,2011-11-03 13:01:00,0.85,16347.0,United Kingdom
574249,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,6,2011-11-03 13:01:00,2.95,16347.0,United Kingdom
C574254,M,Manual,-1,2011-11-03 13:44:00,64.11,15527.0,United Kingdom
574258,23348,CHILDRENS TOY COOKING UTENSIL SET,1,2011-11-03 13:50:00,2.08,16891.0,United Kingdom
574258,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,1,2011-11-03 13:50:00,2.95,16891.0,United Kingdom
574265,48194,DOORMAT HEARTS,2,2011-11-03 14:17:00,8.25,15605.0,United Kingdom
574265,22621,TRADITIONAL KNITTING NANCY,12,2011-11-03 14:17:00,1.65,15605.0,United Kingdom
C574268,23110,PARISIENNE KEY CABINET ,-1,2011-11-03 14:22:00,5.75,14359.0,United Kingdom
574269,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,12,2011-11-03 14:27:00,0.85,15570.0,United Kingdom
574269,23351,ROLL WRAP 50'S CHRISTMAS,12,2011-11-03 14:27:00,1.25,15570.0,United Kingdom
574269,22728,ALARM CLOCK BAKELIKE PINK,4,2011-11-03 14:27:00,3.75,15570.0,United Kingdom
574282,23444,Next Day Carriage,1,2011-11-03 14:52:00,15.0,15612.0,United Kingdom
574284,23322,LARGE WHITE HEART OF WICKER,12,2011-11-03 15:01:00,2.95,17644.0,United Kingdom
574285,21175,GIN + TONIC DIET METAL SIGN,144,2011-11-03 15:01:00,2.66,17450.0,United Kingdom
574287,22082,RIBBON REEL STRIPES DESIGN ,2,2011-11-03 15:09:00,1.65,14723.0,United Kingdom
574287,21818,GLITTER HEART DECORATION,3,2011-11-03 15:09:00,0.39,14723.0,United Kingdom
574287,21621,VINTAGE UNION JACK BUNTING,2,2011-11-03 15:09:00,8.5,14723.0,United Kingdom
574289,22998,TRAVEL CARD WALLET KEEP CALM,72,2011-11-03 15:16:00,0.42,17750.0,United Kingdom
574289,23005,TRAVEL CARD WALLET I LOVE LONDON,48,2011-11-03 15:16:00,0.42,17750.0,United Kingdom
574289,23000,TRAVEL CARD WALLET TRANSPORT,48,2011-11-03 15:16:00,0.42,17750.0,United Kingdom
574292,20754,RETROSPOT RED WASHING UP GLOVES,1,2011-11-03 15:27:00,2.1,16914.0,United Kingdom
574292,21175,GIN + TONIC DIET METAL SIGN,1,2011-11-03 15:27:00,2.55,16914.0,United Kingdom
574297,22892,SET OF SALT AND PEPPER TOADSTOOLS,12,2011-11-03 15:54:00,1.25,16602.0,United Kingdom
574298,22196,SMALL HEART MEASURING SPOONS,1,2011-11-03 15:56:00,1.63,,United Kingdom
574298,21494,ROTATING LEAVES T-LIGHT HOLDER,2,2011-11-03 15:56:00,2.46,,United Kingdom
574298,22337,ANGEL DECORATION PAINTED ZINC ,2,2011-11-03 15:56:00,0.63,,United Kingdom
574298,23202,JUMBO BAG VINTAGE LEAF,2,2011-11-03 15:56:00,4.13,,United Kingdom
574298,23291,DOLLY GIRL CHILDRENS CUP,1,2011-11-03 15:56:00,2.46,,United Kingdom
574298,23184,BULL DOG BOTTLE OPENER,1,2011-11-03 15:56:00,10.79,,United Kingdom
574298,22075,6 RIBBONS ELEGANT CHRISTMAS ,1,2011-11-03 15:56:00,1.63,,United Kingdom
574298,23583,LUNCH BAG PAISLEY PARK  ,9,2011-11-03 15:56:00,1.65,,United Kingdom
574298,21358,TOAST ITS - HAPPY BIRTHDAY,1,2011-11-03 15:56:00,0.83,,United Kingdom
574298,23177,TREASURE ISLAND BOOK BOX,1,2011-11-03 15:56:00,4.58,,United Kingdom
574298,20963,APPLE BATH SPONGE,1,2011-11-03 15:56:00,2.46,,United Kingdom
574298,22980,PANTRY SCRUBBING BRUSH,1,2011-11-03 15:56:00,3.29,,United Kingdom
574298,22314,OFFICE MUG WARMER CHOC+BLUE,1,2011-11-03 15:56:00,5.79,,United Kingdom
574298,16238,PARTY TIME PENCIL ERASERS,1,2011-11-03 15:56:00,0.42,,United Kingdom
574298,23157,SET OF 6 NATIVITY MAGNETS ,5,2011-11-03 15:56:00,4.13,,United Kingdom
574298,84535B,FAIRY CAKES NOTEBOOK A6 SIZE,1,2011-11-03 15:56:00,1.46,,United Kingdom
574298,22727,ALARM CLOCK BAKELIKE RED ,2,2011-11-03 15:56:00,7.46,,United Kingdom
574301,23512,EMBROIDERED RIBBON REEL ROSIE,6,2011-11-03 16:15:00,2.08,12544.0,Spain
574302,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,12,2011-11-03 16:28:00,1.45,13914.0,United Kingdom
574302,21137,BLACK RECORD COVER FRAME,4,2011-11-03 16:28:00,3.75,13914.0,United Kingdom
574302,22617,BAKING SET SPACEBOY DESIGN,6,2011-11-03 16:28:00,4.95,13914.0,United Kingdom
574303,23175,REGENCY MILK JUG PINK ,6,2011-11-03 16:28:00,3.25,13324.0,United Kingdom
574304,22282,12 EGG HOUSE PAINTED WOOD,1,2011-11-03 16:30:00,12.75,14428.0,United Kingdom
574304,21259,VICTORIAN SEWING BOX SMALL ,1,2011-11-03 16:30:00,5.95,14428.0,United Kingdom
574304,23348,CHILDRENS TOY COOKING UTENSIL SET,1,2011-11-03 16:30:00,2.08,14428.0,United Kingdom
574304,22469,HEART OF WICKER SMALL,2,2011-11-03 16:30:00,1.65,14428.0,United Kingdom
574304,21107,CREAM SLICE FLANNEL PINK SPOT ,1,2011-11-03 16:30:00,2.95,14428.0,United Kingdom
574304,23292,SPACEBOY CHILDRENS CUP,1,2011-11-03 16:30:00,1.25,14428.0,United Kingdom
574304,20979,36 PENCILS TUBE RED RETROSPOT,1,2011-11-03 16:30:00,1.25,14428.0,United Kingdom
574306,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,24,2011-11-03 16:37:00,0.29,17481.0,United Kingdom
574306,22961,JAM MAKING SET PRINTED,12,2011-11-03 16:37:00,1.45,17481.0,United Kingdom
574308,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,4,2011-11-03 16:45:00,0.85,16409.0,United Kingdom
574310,23393,HOME SWEET HOME CUSHION COVER ,1,2011-11-03 16:56:00,3.75,13467.0,United Kingdom
574310,85032B,BLOSSOM IMAGES GIFT WRAP SET,2,2011-11-03 16:56:00,0.65,13467.0,United Kingdom
574310,23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ,12,2011-11-03 16:56:00,1.65,13467.0,United Kingdom
574310,23534,WALL ART STOP FOR TEA ,6,2011-11-03 16:56:00,5.95,13467.0,United Kingdom
574310,23203,JUMBO BAG VINTAGE DOILY ,6,2011-11-03 16:56:00,2.08,13467.0,United Kingdom
574310,22869,NUMBER TILE COTTAGE GARDEN 1,1,2011-11-03 16:56:00,1.95,13467.0,United Kingdom
574310,21395,BLUE POLKADOT BEAKER ,2,2011-11-03 16:56:00,0.39,13467.0,United Kingdom
574311,22866,HAND WARMER SCOTTY DOG DESIGN,10,2011-11-03 16:56:00,2.1,15640.0,United Kingdom
574311,21068,VINTAGE BILLBOARD LOVE/HATE MUG,6,2011-11-03 16:56:00,1.25,15640.0,United Kingdom
574313,22690,DOORMAT HOME SWEET HOME BLUE ,2,2011-11-03 17:45:00,8.25,13267.0,United Kingdom
574314,23017,APOTHECARY MEASURING JAR,2,2011-11-03 17:48:00,12.5,13500.0,United Kingdom
574315,21715,GIRLS VINTAGE TIN SEASIDE BUCKET,32,2011-11-03 17:53:00,2.1,17076.0,United Kingdom
574321,22650,CERAMIC PIRATE CHEST MONEY BANK,4,2011-11-03 19:28:00,1.45,16016.0,United Kingdom
574321,23332,IVORY WICKER HEART LARGE,10,2011-11-03 19:28:00,1.65,16016.0,United Kingdom
574326,23319,BOX OF 6 MINI 50'S CRACKERS,6,2011-11-04 08:29:00,2.49,14913.0,United Kingdom
574326,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,6,2011-11-04 08:29:00,2.95,14913.0,United Kingdom
574328,21213,PACK OF 72 SKULL CAKE CASES,48,2011-11-04 09:05:00,0.55,13081.0,United Kingdom
574328,20719,WOODLAND CHARLOTTE BAG,10,2011-11-04 09:05:00,0.85,13081.0,United Kingdom
574328,22029,SPACEBOY BIRTHDAY CARD,24,2011-11-04 09:05:00,0.42,13081.0,United Kingdom
574328,16156S,WRAP PINK FAIRY CAKES ,25,2011-11-04 09:05:00,0.42,13081.0,United Kingdom
574328,21481,FAWN BLUE HOT WATER BOTTLE,12,2011-11-04 09:05:00,3.75,13081.0,United Kingdom
574328,21975,PACK OF 60 DINOSAUR CAKE CASES,24,2011-11-04 09:05:00,0.55,13081.0,United Kingdom
574328,22333,RETROSPOT PARTY BAG + STICKER SET,8,2011-11-04 09:05:00,1.65,13081.0,United Kingdom
574328,22908,PACK OF 20 NAPKINS RED APPLES,12,2011-11-04 09:05:00,0.85,13081.0,United Kingdom
574328,22659,LUNCH BOX I LOVE LONDON,12,2011-11-04 09:05:00,1.95,13081.0,United Kingdom
574328,21232,STRAWBERRY CERAMIC TRINKET POT,24,2011-11-04 09:05:00,1.25,13081.0,United Kingdom
574328,22089,PAPER BUNTING VINTAGE PAISLEY,24,2011-11-04 09:05:00,2.95,13081.0,United Kingdom
574329,23305,SET 4 PICNIC CUTLERY BLUEBERRY,10,2011-11-04 09:07:00,1.95,12362.0,Belgium
574332,POST,POSTAGE,3,2011-11-04 09:24:00,18.0,12664.0,Finland
574333,85049A,TRADITIONAL CHRISTMAS RIBBONS,60,2011-11-04 09:32:00,1.25,16671.0,United Kingdom
574336,23388,WOODLAND MINI BACKPACK,4,2011-11-04 09:52:00,4.15,12397.0,Belgium
574338,35970,ZINC FOLKART SLEIGH BELLS,12,2011-11-04 10:05:00,1.69,14150.0,United Kingdom
574345,84879,ASSORTED COLOUR BIRD ORNAMENT,24,2011-11-04 10:18:00,1.69,15845.0,United Kingdom
574349,23570,TRADITIONAL PICK UP STICKS GAME ,12,2011-11-04 10:29:00,1.25,13495.0,United Kingdom
574351,16237,SLEEPING CAT ERASERS,1,2011-11-04 10:37:00,0.21,17348.0,United Kingdom
574354,20713,JUMBO BAG OWLS,3,2011-11-04 10:47:00,2.08,17203.0,United Kingdom
574356,22726,ALARM CLOCK BAKELIKE GREEN,24,2011-11-04 10:48:00,8.29,,United Kingdom
574356,35970,ZINC FOLKART SLEIGH BELLS,2,2011-11-04 10:48:00,4.13,,United Kingdom
574363,22188,BLACK HEART CARD HOLDER,180,2011-11-04 10:57:00,2.31,18102.0,United Kingdom
574368,23119,PACK OF 6 LARGE FRUIT STRAWS ,12,2011-11-04 10:59:00,0.62,13004.0,United Kingdom
574393,22419,LIPSTICK PEN RED,12,2011-11-04 11:06:00,0.42,13313.0,United Kingdom
574444,23371,SET 36 COLOUR PENCILS SPACEBOY ,3,2011-11-04 11:41:00,1.25,18122.0,United Kingdom
574445,22412,METAL SIGN NEIGHBOURHOOD WITCH ,12,2011-11-04 11:41:00,2.1,15722.0,United Kingdom
574445,21175,GIN + TONIC DIET METAL SIGN,48,2011-11-04 11:41:00,2.08,15722.0,United Kingdom
574470,16238,PARTY TIME PENCIL ERASERS,5,2011-11-04 11:56:00,0.21,12748.0,United Kingdom
574471,23354,6 GIFT TAGS 50'S CHRISTMAS ,24,2011-11-04 11:59:00,0.83,17677.0,United Kingdom
574471,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,10,2011-11-04 11:59:00,1.65,17677.0,United Kingdom
574471,23101,SILVER STARS TABLE DECORATION,12,2011-11-04 11:59:00,0.83,17677.0,United Kingdom
574474,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,1,2011-11-04 12:05:00,2.55,17979.0,United Kingdom
574474,23082,SET 6 PAPER TABLE LANTERN HEARTS ,1,2011-11-04 12:05:00,3.75,17979.0,United Kingdom
574474,23318,BOX OF 6 MINI VINTAGE CRACKERS,2,2011-11-04 12:05:00,2.49,17979.0,United Kingdom
574476,22197,POPCORN HOLDER,2,2011-11-04 12:20:00,0.85,17203.0,United Kingdom
574477,22694,WICKER STAR ,2,2011-11-04 12:21:00,2.1,15453.0,United Kingdom
574478,22587,FELTCRAFT HAIRBAND RED AND BLUE,1,2011-11-04 12:27:00,0.85,17203.0,United Kingdom
574478,21329,DINOSAURS  WRITING SET ,2,2011-11-04 12:27:00,1.65,17203.0,United Kingdom
574481,23256,CHILDRENS CUTLERY SPACEBOY ,2,2011-11-04 12:45:00,4.15,18022.0,United Kingdom
574481,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,1,2011-11-04 12:45:00,0.42,18022.0,United Kingdom
574481,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,1,2011-11-04 12:45:00,2.95,18022.0,United Kingdom
574481,23350,ROLL WRAP VINTAGE SPOT ,1,2011-11-04 12:45:00,1.25,18022.0,United Kingdom
574484,85152,HAND OVER THE CHOCOLATE   SIGN ,12,2011-11-04 12:50:00,2.1,14388.0,United Kingdom
574485,21231,SWEETHEART CERAMIC TRINKET BOX,72,2011-11-04 12:56:00,1.06,13798.0,United Kingdom
574491,23368,SET 12 COLOUR PENCILS DOLLY GIRL ,16,2011-11-04 13:05:00,0.65,16318.0,United Kingdom
574501,23365,SET 12 COLOUR PENCILS LOVE LONDON,6,2011-11-04 13:15:00,0.65,12577.0,France
574501,84519B,CARROT CHARLIE+LOLA COASTER SET,2,2011-11-04 13:15:00,1.25,12577.0,France
574502,23182,TOILET SIGN OCCUPIED OR VACANT,3,2011-11-04 13:16:00,0.83,17274.0,United Kingdom
C574505,47567B,TEA TIME KITCHEN APRON,-1,2011-11-04 13:22:00,5.95,13534.0,United Kingdom
574506,22197,POPCORN HOLDER,4,2011-11-04 13:24:00,0.85,12577.0,France
574509,22750,FELTCRAFT PRINCESS LOLA DOLL,1,2011-11-04 13:25:00,3.75,16012.0,United Kingdom
574513,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,48,2011-11-04 13:31:00,0.29,15291.0,United Kingdom
574513,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,48,2011-11-04 13:31:00,0.29,15291.0,United Kingdom
574521,22748,POPPY'S PLAYHOUSE KITCHEN,6,2011-11-04 13:44:00,2.1,15358.0,United Kingdom
C574524,22947,WOODEN ADVENT CALENDAR RED,-2,2011-11-04 13:53:00,7.95,17841.0,United Kingdom
574528,22423,REGENCY CAKESTAND 3 TIER,1,2011-11-04 14:03:00,12.75,16782.0,United Kingdom
574528,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-11-04 14:03:00,2.95,16782.0,United Kingdom
574530,22795,SWEETHEART RECIPE BOOK STAND,1,2011-11-04 14:07:00,6.75,16887.0,United Kingdom
574532,23571,TRADITIONAL NAUGHTS & CROSSES,12,2011-11-04 14:19:00,1.65,15676.0,United Kingdom
574534,21499,BLUE POLKADOT WRAP,75,2011-11-04 14:26:00,0.36,15061.0,United Kingdom
574536,22197,POPCORN HOLDER,2,2011-11-04 14:35:00,0.85,15707.0,United Kingdom
574536,23497,CLASSIC CHROME BICYCLE BELL ,1,2011-11-04 14:35:00,1.45,15707.0,United Kingdom
574544,21485,RETROSPOT HEART HOT WATER BOTTLE,4,2011-11-04 14:49:00,4.95,17084.0,United Kingdom
574545,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,48,2011-11-04 14:54:00,1.25,17084.0,United Kingdom
574545,23300,GARDENERS KNEELING PAD CUP OF TEA ,6,2011-11-04 14:54:00,1.65,17084.0,United Kingdom
574547,22467,GUMBALL COAT RACK,2,2011-11-04 15:08:00,2.55,17841.0,United Kingdom
574547,23282,FOLDING BUTTERFLY MIRROR IVORY ,1,2011-11-04 15:08:00,0.83,17841.0,United Kingdom
574547,22150,3 STRIPEY MICE FELTCRAFT,2,2011-11-04 15:08:00,1.95,17841.0,United Kingdom
574547,23034,DRAWER KNOB CERAMIC BLACK,1,2011-11-04 15:08:00,1.45,17841.0,United Kingdom
574547,85054,FRENCH ENAMEL POT W LID,1,2011-11-04 15:08:00,2.95,17841.0,United Kingdom
574555,22726,ALARM CLOCK BAKELIKE GREEN,1,2011-11-04 15:29:00,3.75,16426.0,United Kingdom
574555,22674,FRENCH TOILET SIGN BLUE METAL,2,2011-11-04 15:29:00,1.25,16426.0,United Kingdom
574555,22694,WICKER STAR ,2,2011-11-04 15:29:00,2.1,16426.0,United Kingdom
574555,23503,PLAYING CARDS KEEP CALM & CARRY ON,4,2011-11-04 15:29:00,1.25,16426.0,United Kingdom
574559,23236,STORAGE TIN VINTAGE DOILY ,1,2011-11-04 15:50:00,2.89,14056.0,United Kingdom
574559,23570,TRADITIONAL PICK UP STICKS GAME ,2,2011-11-04 15:50:00,1.25,14056.0,United Kingdom
574559,22424,ENAMEL BREAD BIN CREAM,1,2011-11-04 15:50:00,12.75,14056.0,United Kingdom
574560,23507,MINI PLAYING CARDS BUFFALO BILL ,20,2011-11-04 15:51:00,0.42,17703.0,United Kingdom
574560,23234,BISCUIT TIN VINTAGE CHRISTMAS,6,2011-11-04 15:51:00,2.89,17703.0,United Kingdom
574561,21993,FLORAL FOLK STATIONERY SET,1,2011-11-04 15:52:00,2.46,,United Kingdom
574561,21068,VINTAGE BILLBOARD LOVE/HATE MUG,1,2011-11-04 15:52:00,2.46,,United Kingdom
574561,21935,SUKI  SHOULDER BAG,11,2011-11-04 15:52:00,1.63,,United Kingdom
